id,target
612,8.171327
614,8.51223
616,8.488096
617,8.270545
625,8.1874075
626,8.321508
631,7.9635935
633,8.14086
636,8.06745
639,8.080406
641,8.097081
642,7.9518943
644,8.270309
645,7.948185
646,8.564094
647,8.125641
649,8.5218525
650,8.486326
651,8.035143
653,8.016472
655,8.29949
656,8.675322
662,8.279635
669,8.303914
670,8.283243
673,8.337202
674,8.001686
675,7.865949
685,7.77874
688,8.261036
689,8.160658
690,8.383609
691,8.309491
696,8.278808
698,8.344088
700,8.411631
701,8.159574
702,8.17057
703,8.581807
704,7.711776
706,8.317476
708,8.846647
716,8.39591
717,8.490145
718,8.254783
719,7.807046
720,8.309245
721,8.264809
723,7.953584
725,7.6589365
726,8.135892
728,8.45911
730,7.887431
731,8.231014
734,8.458911
736,8.410997
739,8.234029
743,8.452474
747,8.346847
749,8.450933
752,7.8189287
759,8.385432
763,7.8592577
764,7.725787
765,8.002034
766,8.426321
769,8.219344
776,8.130621
778,7.787191
783,7.9803605
784,8.122118
787,8.515585
791,7.8072815
792,8.209142
796,8.503603
799,7.7057495
800,8.053118
801,8.339651
803,7.9571443
804,7.9048586
805,8.219015
806,8.297809
807,8.261724
809,8.086174
811,8.287764
813,8.091113
814,8.451963
815,7.8107452
816,8.355962
818,8.129274
822,8.483798
828,8.220485
831,7.7711096
832,8.083444
834,7.8698883
835,8.601309
836,8.177259
838,8.22233
839,8.186783
842,8.121767
845,8.288689
846,8.578899
848,8.042994
852,7.9549913
856,8.520595
857,8.249863
860,8.274427
869,8.15586
871,8.0629835
876,8.423422
885,8.436537
887,8.58637
888,8.359802
889,8.251968
891,7.5907807
895,8.38754
902,8.225936
903,8.609332
905,8.07225
907,8.079199
908,8.599077
909,8.2422695
910,8.516124
911,8.03657
913,8.542978
914,8.427478
916,7.940133
917,8.072066
919,8.172027
923,8.321467
924,8.032379
925,8.28189
926,8.53114
929,8.412886
930,8.477507
931,8.187963
936,8.462128
937,8.280419
947,8.051421
949,8.258905
952,8.072339
955,8.623593
956,8.524896
961,8.221586
963,7.9064736
964,7.857723
966,8.561417
968,8.330485
969,8.080333
971,8.449154
974,8.603284
980,8.153918
981,8.132494
982,8.360633
983,8.300144
984,8.015697
986,8.161402
992,8.458776
993,8.122428
994,8.385111
998,8.237767
999,7.859427
1004,8.693778
1006,7.9652214
1007,8.154887
1011,8.836637
1012,8.053534
1014,8.007734
1020,8.442974
1021,8.353226
1023,8.069771
1025,7.869017
1026,8.165535
1027,8.052756
1033,8.129123
1034,8.444589
1038,8.163885
1040,8.290973
1043,8.361796
1045,8.376407
1046,8.272542
1048,8.29142
1049,8.242034
1052,8.439687
1054,8.302285
1055,8.05622
1056,8.200414
1058,8.323619
1060,8.572023
1064,8.085497
1067,7.9599137
1069,8.246382
1070,8.139171
1072,8.385884
1077,8.422534
1082,8.359582
1086,8.533523
1091,8.428197
1093,8.392102
1097,8.1875
1101,8.412199
1104,8.184523
1106,8.248159
1107,8.208804
1109,8.569567
1113,7.901507
1115,7.937462
1119,8.169879
1120,7.9031167
1123,8.428246
1131,8.378077
1132,8.244074
1134,8.465021
1136,8.428365
1137,8.652471
1138,8.22769
1139,8.137265
1141,8.080884
1143,7.954545
1144,7.996314
1145,8.132759
1149,8.403872
1150,8.219514
1153,8.257619
1155,8.004648
1160,8.496672
1163,7.8386927
1165,8.411326
1166,8.230461
1169,8.3738985
1172,8.368783
1173,8.2506
1175,8.220195
1177,8.280894
1182,8.3363285
1184,8.036865
1186,8.230474
1188,8.371106
1193,8.521364
1196,8.14101
1198,8.666239
1199,7.8086624
1202,8.308202
1203,8.508609
1208,8.049115
1210,8.404066
1211,8.101484
1213,8.174499
1221,8.181813
1222,8.275013
1226,8.3464
1227,8.239429
1229,7.995433
1230,8.454442
1231,8.169329
1232,8.688322
1233,8.09127
1234,8.772629
1236,8.025867
1237,8.151708
1241,8.507134
1242,8.217397
1243,8.198452
1247,7.9967985
1250,8.312078
1251,8.475523
1254,8.307306
1258,8.505545
1259,8.048185
1260,8.235514
1262,8.53487
1265,8.463827
1267,8.043461
1268,8.1883955
1270,8.394766
1271,8.041044
1272,8.417223
1275,7.98545
1276,8.229499
1278,8.542376
1281,8.2294
1282,8.112032
1283,8.2925205
1284,8.475601
1286,8.272707
1288,8.510479
1291,8.407832
1293,8.568975
1294,8.278432
1295,8.117268
1299,8.264742
1301,8.173627
1302,8.405204
1303,8.088946
1306,8.162404
1308,8.365037
1310,8.345121
1311,7.8318567
1314,8.098524
1317,8.096594
1319,7.9451094
1323,8.346275
1325,8.078878
1331,7.931155
1332,7.9564195
1335,8.520373
1337,7.943412
1338,8.313419
1340,7.9460106
1341,8.144051
1343,8.053354
1345,8.40593
1346,8.312082
1347,8.18457
1349,8.249394
1351,8.406751
1357,8.215556
1364,8.769289
1365,7.9452415
1366,7.8465223
1369,8.027045
1371,8.441424
1373,8.172265
1382,8.431654
1385,8.348507
1386,8.042845
1389,8.223772
1392,8.230874
1394,8.131968
1398,8.241067
1400,8.132674
1401,8.420553
1403,8.307481
1405,8.093908
1406,8.219169
1413,8.0949955
1414,8.262476
1415,8.209231
1420,8.126641
1421,8.4364395
1423,7.929418
1426,7.9865
1427,8.050074
1428,8.325563
1429,8.364321
1430,8.161646
1431,8.177075
1432,8.491365
1434,8.235127
1435,8.21791
1436,8.455371
1439,8.404948
1443,8.553804
1444,8.0203
1445,8.308151
1447,8.068547
1450,7.8484964
1451,8.115918
1452,8.633968
1453,8.662497
1454,8.3287945
1455,8.527956
1457,8.368079
1459,8.007837
1466,8.229783
1467,8.290537
1468,8.532207
1469,8.516455
1472,8.12467
1475,8.331866
1476,8.008202
1477,8.041737
1483,8.118058
1484,8.204531
1485,8.422648
1488,8.043223
1491,8.46593
1494,8.151373
1498,8.113363
1502,7.996394
1503,8.173208
1506,8.190958
1509,8.421629
1511,8.016722
1516,8.47966
1518,8.275808
1519,8.062407
1523,8.065271
1526,8.152327
1532,8.34026
1535,8.025722
1538,8.243199
1539,7.960395
1541,8.413115
1543,8.01462
1544,8.419291
1546,8.151248
1547,8.141415
1548,8.1896515
1555,8.219469
1556,8.408394
1558,8.685202
1559,8.379407
1561,8.341827
1562,8.382247
1564,8.193602
1567,8.108508
1568,7.9848375
1569,8.438065
1575,8.456589
1576,8.081099
1578,8.211557
1583,8.403486
1584,8.405134
1587,8.566506
1595,8.39441
1596,8.316689
1597,8.512449
1601,8.295455
1604,8.277725
1611,8.109131
1613,8.137573
1615,8.177136
1616,8.399957
1620,8.47637
1622,8.016702
1626,8.155855
1628,8.246127
1629,8.238198
1633,7.908637
1635,8.221601
1636,8.353597
1637,8.071048
1640,8.396227
1642,7.906418
1643,8.224149
1644,8.128077
1646,8.057552
1647,8.111652
1648,8.206856
1654,8.1413145
1657,8.019442
1658,8.555685
1661,8.288469
1668,8.181247
1669,8.158375
1670,8.198436
1672,8.369886
1675,8.591248
1676,8.350809
1678,8.37982
1679,8.103186
1684,8.10047
1686,8.552679
1691,8.249643
1692,8.105847
1697,8.100317
1699,8.305469
1700,8.302973
1703,8.451442
1704,7.915128
1707,7.705964
1708,8.298923
1711,8.046133
1713,8.269951
1714,8.099847
1717,8.32496
1721,8.456465
1723,7.912593
1724,8.522677
1727,7.9435678
1728,8.151571
1731,8.105682
1735,8.388123
1736,8.195269
1738,8.244275
1740,8.496521
1741,8.087179
1743,8.130305
1744,8.288433
1745,7.7301283
1746,8.168714
1747,8.583437
1750,8.1039
1753,8.370118
1760,7.791743
1762,8.157801
1763,8.509514
1764,8.264277
1766,8.619078
1767,8.0049515
1769,8.039464
1770,8.32263
1773,8.177447
1775,7.9438334
1779,8.433234
1785,8.503479
1786,8.031351
1787,8.161679
1791,8.499369
1794,8.156686
1795,8.021434
1801,7.986365
1805,8.39273
1811,8.178001
1815,8.417294
1816,8.61884
1820,8.096315
1822,8.402291
1823,8.420853
1824,8.15819
1825,8.186795
1826,8.12336
1829,8.105837
1831,8.110155
1834,8.256498
1835,8.253341
1837,7.907075
1839,8.384413
1850,8.203417
1851,8.556078
1852,8.566959
1853,8.450122
1854,8.605135
1855,8.14377
1857,8.247813
1859,8.086699
1860,8.245223
1861,8.300794
1864,8.070592
1865,8.132514
1867,8.089753
1871,8.410452
1872,7.874025
1873,8.309631
1875,7.728396
1876,8.104698
1880,7.824544
1882,8.206838
1883,8.279777
1885,8.528837
1888,8.256233
1894,8.360087
1902,8.20424
1903,8.31436
1908,8.246691
1910,8.528072
1915,7.94216
1921,8.314367
1923,8.148447
1929,8.308609
1930,8.186819
1932,8.482311
1935,8.075129
1936,8.254491
1937,8.135984
1938,8.314253
1939,8.252446
1945,7.9960756
1947,8.202033
1950,8.222386
1952,8.217897
1955,8.314815
1962,8.271826
1963,8.118758
1964,8.179607
1967,8.347565
1968,8.224127
1969,8.504549
1972,8.372724
1974,8.335251
1977,8.294975
1978,8.295799
1979,8.253577
1982,8.414589
1984,8.039574
1985,8.442868
1988,8.240042
1989,8.291973
1992,8.292492
1994,8.425299
1995,8.237168
1996,8.167425
2001,7.938011
2003,7.9590044
2007,8.776213
2008,8.238061
2010,8.270902
2011,8.38021
2012,8.398799
2014,8.157038
2015,8.074408
2017,7.7887664
2018,8.218395
2020,8.287225
2023,8.284992
2024,8.533806
2025,8.183908
2028,8.448846
2029,8.391512
2033,8.204627
2034,8.24404
2035,8.218593
2036,8.046713
2037,8.116449
2038,8.189092
2039,8.374639
2045,8.540506
2046,8.150181
2052,8.509165
2059,8.344433
2063,7.9957213
2064,8.22531
2065,8.059438
2066,8.126724
2069,8.396422
2078,8.495689
2082,8.351929
2086,8.326418
2090,8.361274
2095,7.9427347
2097,8.571294
2100,8.367577
2101,8.164104
2103,8.358326
2104,8.51095
2105,8.27936
2107,8.401857
2108,8.316578
2109,8.109228
2111,7.8191795
2112,8.149107
2114,7.803682
2115,8.439367
2116,8.301361
2117,8.737997
2118,8.132118
2119,8.179428
2120,8.175373
2121,8.165204
2122,8.229319
2123,8.239675
2124,8.419359
2126,8.348984
2129,8.269125
2130,8.403389
2131,8.212318
2134,8.362711
2136,8.343889
2137,7.9937835
2141,8.085571
2142,8.084073
2148,8.079883
2150,8.257647
2153,8.218285
2154,8.570456
2155,8.654525
2156,7.9797096
2158,8.194607
2159,8.042229
2164,8.068787
2165,8.214811
2166,8.519557
2170,8.122067
2174,8.29779
2175,8.386179
2178,7.817441
2179,8.298098
2184,8.180368
2185,8.183498
2186,8.367177
2190,8.15252
2195,8.010442
2196,8.489969
2197,8.120886
2198,8.477896
2199,8.402882
2201,8.15174
2203,8.456793
2204,7.514876
2205,8.20631
2206,8.214476
2211,8.36671
2214,8.131353
2216,8.411322
2217,8.230397
2218,7.897168
2219,8.643324
2220,8.158825
2221,8.382355
2222,8.143639
2224,8.29521
2227,8.331198
2231,8.217379
2236,8.151617
2237,8.282961
2238,8.079574
2240,8.365076
2242,8.013962
2246,8.273933
2248,8.310872
2253,8.513403
2254,7.9545336
2256,8.267448
2260,8.505337
2264,7.88433
2267,8.012438
2269,8.447458
2270,8.33899
2271,7.8629317
2276,8.108452
2280,8.5479
2281,8.225787
2284,8.046804
2286,7.9393525
2288,8.350044
2289,8.290197
2295,8.567545
2302,8.131505
2307,7.957166
2308,8.155489
2309,8.29826
2310,8.3557415
2312,8.480631
2316,8.096243
2321,8.41643
2323,8.20149
2326,8.137224
2327,8.251387
2329,8.370005
2330,8.368933
2331,8.300589
2334,8.631343
2337,8.206197
2338,8.299281
2342,8.361348
2346,8.225881
2350,7.862732
2351,8.4137745
2355,7.7934065
2356,7.8615327
2357,8.38646
2359,8.332232
2361,7.9351373
2365,8.486371
2369,8.441889
2372,7.851976
2377,8.202496
2379,8.478301
2380,8.469829
2381,8.176788
2383,8.209044
2388,8.180725
2389,8.557691
2390,8.075825
2392,8.414965
2393,8.281609
2396,7.897795
2398,8.396999
2399,8.199392
2400,8.1331
2402,8.236542
2404,8.253112
2406,8.437807
2410,8.441408
2413,8.126572
2417,8.169946
2420,8.20496
2421,8.27534
2425,8.257696
2434,8.288893
2435,8.483393
2438,8.349843
2439,8.413959
2443,8.204192
2445,8.0173435
2446,8.424396
2448,8.46496
2451,8.396448
2452,7.985785
2453,7.6665254
2455,8.415364
2457,8.127569
2458,8.026384
2460,8.640043
2462,8.091617
2464,8.716287
2465,8.172625
2470,8.247665
2475,8.28608
2476,8.289786
2478,8.524458
2485,7.9467964
2486,7.9939127
2487,8.395351
2489,8.268578
2493,7.985232
2494,8.609259
2497,8.127085
2499,8.387584
2500,8.435411
2505,8.360416
2506,8.391014
2511,7.929075
2514,8.023202
2515,8.2351
2518,8.365058
2523,7.994835
2524,8.353212
2526,8.30171
2529,8.463237
2533,8.134916
2537,8.220367
2538,7.831243
2540,8.006638
2542,8.375461
2544,8.268288
2545,8.353559
2547,8.227422
2550,8.375505
2551,8.177673
2555,7.822444
2558,8.3046875
2559,8.2234
2560,7.937944
2563,8.1811285
2572,8.354119
2573,8.124098
2574,8.484513
2575,8.322158
2576,8.271561
2578,8.094804
2579,7.961545
2584,8.317325
2585,8.324645
2587,7.8783045
2589,8.150837
2594,7.8401976
2595,8.3893385
2597,8.101145
2598,8.428972
2602,8.11991
2603,8.347812
2604,8.270697
2606,8.2862
2607,8.436122
2608,8.154003
2610,8.559248
2611,8.34991
2614,8.423494
2617,8.540742
2620,8.044162
2624,8.353889
2625,8.28958
2626,8.067943
2627,8.188425
2629,7.880133
2630,8.496343
2632,8.5547285
2638,8.406188
2639,8.337308
2648,8.401991
2649,8.445089
2655,8.514549
2656,8.124005
2657,8.209768
2659,8.931229
2660,8.454111
2661,8.280909
2663,8.406225
2665,8.387259
2668,8.125311
2670,8.364532
2674,8.141733
2675,8.215248
2680,8.046361
2682,8.277514
2683,8.324234
2684,8.329239
2687,8.177177
2688,8.632251
2689,8.006259
2690,7.9470277
2691,8.512705
2693,8.479963
2694,8.029529
2699,7.970853
2702,8.495195
2703,8.359862
2709,8.591415
2716,8.224217
2717,8.036673
2719,8.103454
2721,8.452756
2722,8.488166
2732,8.011784
2735,7.9466233
2739,7.804488
2743,7.7275276
2744,8.257717
2747,8.388982
2748,8.166434
2750,7.9717283
2752,8.3939085
2753,8.2335
2755,8.704527
2756,8.073341
2759,8.255547
2761,8.475261
2762,8.110642
2763,8.127366
2764,8.259449
2770,8.42185
2771,8.042199
2772,8.436106
2773,8.095253
2775,8.177643
2780,8.242708
2782,7.720134
2783,7.8569274
2789,8.321891
2796,8.44541
2798,8.32218
2799,8.227689
2800,8.528368
2806,8.094584
2807,8.022644
2814,7.9705405
2817,8.417644
2818,8.408136
2820,8.484395
2821,8.069664
2822,7.990985
2826,8.325462
2827,8.050692
2828,8.368188
2830,8.384682
2831,8.296686
2832,8.519958
2841,8.45929
2842,7.8442535
2848,8.211645
2849,8.03421
2851,8.362512
2852,8.1244
2853,8.166687
2854,7.453028
2860,7.878769
2862,8.293944
2865,8.363541
2866,8.100901
2867,8.367905
2870,8.283283
2875,8.396748
2877,8.355266
2878,7.8416443
2879,8.294859
2882,8.457679
2883,8.303602
2884,8.572879
2885,8.470041
2886,8.474755
2887,8.132349
2889,8.282638
2890,8.2616625
2895,7.9416933
2896,8.084595
2897,8.209254
2899,8.30218
2902,8.308836
2908,8.106352
2914,8.234007
2916,8.063954
2917,8.34836
2918,8.182849
2920,8.242211
2922,8.345072
2925,8.413041
2928,8.039774
2929,8.069404
2932,8.018639
2933,8.078957
2934,8.138616
2935,8.478905
2936,8.096109
2937,8.434804
2939,8.284011
2943,8.6058855
2946,8.327728
2949,7.9293876
2950,8.174277
2951,8.351849
2953,8.311155
2959,8.037774
2963,8.293736
2967,8.062237
2970,8.197922
2974,8.269017
2977,8.300577
2980,8.112581
2981,8.209767
2986,8.09115
2987,8.368223
2988,8.515726
2991,8.122595
2993,8.35177
2994,8.305699
2995,8.247624
2996,8.328022
3001,8.025079
3003,7.954133
3005,8.179855
3008,8.369669
3009,8.19806
3010,8.087232
3011,8.300519
3012,8.260096
3017,8.294153
3020,7.8844233
3021,8.112901
3022,8.205256
3027,8.176193
3030,8.24029
3031,8.613665
3032,8.542295
3033,8.312431
3035,8.338786
3038,8.45902
3040,8.097595
3043,8.247221
3045,8.363679
3046,8.296892
3057,8.012216
3058,8.352898
3059,8.215925
3061,8.129213
3062,8.102789
3063,8.208471
3064,8.046626
3067,8.218779
3068,7.772882
3070,7.8950105
3074,8.087372
3076,8.395584
3077,8.208224
3078,8.334589
3079,8.053386
3082,8.269174
3083,8.202114
3084,8.036223
3088,8.4870205
3089,7.899006
3090,8.26354
3091,8.406441
3092,8.147444
3093,7.8926177
3097,8.335276
3098,8.397799
3099,8.479876
3104,8.146126
3105,8.4636965
3106,8.3097515
3108,8.437108
3110,8.275344
3112,8.353964
3113,8.292058
3114,8.000519
3117,7.9602685
3118,8.346679
3122,8.250398
3124,8.224225
3126,8.229007
3129,8.080339
3131,8.317314
3133,8.188047
3135,8.455055
3138,8.442649
3140,8.0403
3146,8.236765
3152,8.079217
3156,8.405866
3157,8.035038
3158,8.5287695
3159,8.247213
3160,8.300532
3164,8.418096
3172,8.212173
3174,8.450989
3175,8.383936
3177,8.005921
3183,8.42697
3190,8.187609
3192,8.317853
3195,8.576246
3196,8.481854
3203,8.33568
3208,8.340541
3209,8.065763
3210,8.406305
3211,8.150735
3215,8.477972
3216,8.32815
3218,8.494017
3220,8.599829
3224,8.6068535
3231,8.259166
3234,8.310132
3235,8.443022
3236,8.360182
3237,8.31145
3239,8.073
3242,8.245412
3245,8.1473465
3251,8.259729
3254,8.214296
3256,8.065805
3258,8.237123
3260,8.216543
3267,8.549886
3268,8.259046
3270,8.069222
3272,8.589411
3273,8.018035
3274,8.026087
3276,7.9745674
3277,8.033035
3279,7.99022
3280,8.468048
3282,8.1816435
3283,8.418998
3286,8.224716
3288,8.0355015
3290,8.182016
3296,8.375647
3298,8.383574
3301,8.221675
3302,7.8421507
3304,8.287495
3305,8.080943
3309,8.089042
3311,8.479568
3316,8.171666
3317,7.9767776
3318,8.339484
3328,8.495858
3330,7.956842
3331,8.439608
3332,8.488419
3334,8.405833
3337,7.9639335
3338,8.083033
3343,8.334024
3346,8.1471
3353,8.39789
3354,8.052111
3360,8.145767
3366,8.12927
3367,8.309995
3370,8.018723
3371,8.181946
3372,8.124295
3374,8.497213
3376,8.07014
3378,8.266593
3379,8.374414
3382,8.424768
3383,7.9995446
3385,8.536428
3386,8.078968
3396,8.303457
3400,8.173291
3401,8.257174
3403,8.3575
3408,8.473444
3412,8.517645
3415,8.671818
3416,8.437604
3420,8.271886
3422,8.228089
3424,7.9067154
3427,8.323836
3428,8.330252
3430,8.213919
3431,8.441739
3432,8.325439
3440,8.249376
3441,8.084982
3442,8.5377865
3444,8.044198
3445,8.210612
3446,8.207133
3449,8.273614
3453,8.447757
3454,8.6084795
3459,8.389745
3462,7.7379494
3463,8.644031
3464,8.179767
3465,8.380865
3469,7.7626715
3470,8.2019205
3471,8.330106
3472,8.460428
3476,8.153725
3477,8.236883
3479,8.253199
3493,8.147311
3494,8.302829
3496,8.597422
3497,8.0644245
3498,8.222248
3502,8.288048
3505,8.132382
3506,8.245555
3508,7.540371
3512,8.55834
3513,8.362305
3514,8.13819
3518,8.345103
3520,8.027825
3524,8.608017
3525,8.280554
3529,7.9760756
3530,8.039286
3532,8.345018
3535,8.386292
3539,8.489504
3540,8.379532
3543,8.268362
3547,8.726819
3548,8.145609
3549,8.494192
3558,8.037475
3561,8.249083
3562,8.078067
3565,8.448192
3568,8.401144
3570,8.090811
3581,8.218124
3585,7.872711
3586,7.866153
3589,8.341144
3591,8.314241
3592,8.515829
3598,7.83097
3602,8.191401
3603,7.8693366
3606,8.124945
3610,8.138348
3611,7.7718215
3612,8.381267
3614,8.256785
3619,8.31352
3620,8.04304
3622,8.341736
3624,8.229541
3628,8.068578
3630,8.269292
3639,8.404289
3642,8.671318
3649,8.106217
3650,8.507649
3651,8.399015
3652,8.174984
3654,8.103631
3657,8.229774
3661,8.257458
3662,7.8382506
3664,8.421709
3670,8.291044
3673,8.296931
3677,8.386691
3678,8.35269
3679,8.324961
3682,8.365977
3683,8.196503
3686,8.289808
3687,8.6425295
3690,8.228665
3692,8.154798
3694,8.108408
3697,7.801599
3698,8.215187
3701,8.388374
3702,8.361536
3703,8.361523
3709,8.4271145
3712,8.120981
3717,8.596273
3722,8.271134
3726,8.391948
3731,8.436777
3735,8.158775
3736,8.492376
3737,8.38683
3740,8.664095
3741,8.565824
3742,8.052867
3743,8.356992
3746,8.000341
3749,8.488282
3750,8.175287
3754,8.2992935
3758,8.286567
3759,8.281451
3760,8.323224
3766,8.084425
3767,7.963875
3768,8.518364
3775,8.049259
3777,7.9519258
3778,8.293415
3779,8.417896
3787,7.910562
3788,7.9827814
3789,8.218187
3791,8.41443
3792,7.6357408
3793,8.023207
3799,8.41643
3800,8.071888
3804,8.160919
3805,8.241637
3809,8.42147
3812,8.290335
3813,8.909313
3815,7.7766714
3816,8.182139
3817,8.35622
3818,8.533091
3820,8.325321
3822,8.107916
3830,7.9907236
3832,8.432643
3834,7.999504
3835,8.336428
3837,8.224222
3838,8.651377
3840,8.049154
3845,8.255114
3847,8.049086
3848,8.209288
3849,8.448384
3850,8.2664585
3851,8.530882
3854,8.286688
3856,7.972013
3858,8.382304
3859,8.418501
3860,8.066495
3861,8.098153
3862,8.460884
3864,8.112353
3865,8.696423
3866,8.413389
3869,8.196704
3872,8.219392
3874,8.210134
3876,8.394084
3879,8.274996
3880,8.393847
3882,8.484691
3883,8.373752
3884,8.1798525
3890,8.199145
3892,8.40758
3897,8.49438
3899,7.938657
3903,8.37571
3906,8.420511
3911,8.181567
3915,8.079286
3916,8.012124
3918,8.366972
3919,8.3540325
3922,8.305571
3926,8.117811
3930,8.166292
3937,8.000258
3940,8.276593
3943,7.8942003
3956,8.001717
3957,8.307432
3961,8.512426
3962,8.3514805
3964,8.372423
3967,8.22632
3969,8.087714
3970,8.305752
3972,8.202211
3975,8.265218
3980,7.9655657
3981,8.077785
3982,8.207819
3983,8.329314
3988,8.080484
3989,8.205007
3994,8.407099
4002,8.050144
4003,8.328056
4004,8.3591795
4006,8.264224
4009,8.241467
4011,8.170761
4012,8.523251
4015,8.355524
4016,8.372687
4018,7.918096
4021,8.068396
4023,8.137631
4024,8.390651
4026,8.19906
4027,7.9703035
4028,8.525246
4029,8.242514
4032,8.051035
4033,8.306749
4036,8.609971
4038,8.387184
4040,8.371243
4042,8.046701
4043,8.176717
4045,8.296005
4048,8.152214
4050,8.395297
4051,8.184744
4056,8.314665
4060,8.298901
4066,8.029104
4068,8.443671
4070,8.518833
4071,8.365636
4072,8.314162
4073,8.037088
4074,8.386633
4076,8.384643
4077,8.486129
4078,8.603986
4083,8.411818
4086,8.338957
4088,8.12022
4090,8.248764
4091,8.359643
4094,8.442123
4095,8.171382
4100,8.250229
4101,8.179118
4102,8.331075
4105,8.1055355
4107,8.192746
4109,8.232011
4110,8.337163
4111,8.220996
4112,8.318173
4114,8.257636
4116,8.36906
4117,8.25276
4118,8.55654
4119,8.029067
4123,8.362938
4125,8.25028
4131,8.230103
4134,8.189695
4138,8.277144
4139,7.84382
4142,7.955922
4147,8.403621
4149,8.104
4150,8.486934
4151,8.343799
4152,8.348414
4156,8.146288
4158,8.503101
4160,8.298565
4166,8.438444
4167,8.368512
4168,8.288086
4170,8.335326
4177,8.389269
4178,8.147544
4181,8.150827
4185,8.261163
4187,8.030043
4188,8.165671
4194,7.9446783
4195,7.8825073
4198,8.564565
4200,8.149077
4202,8.253622
4205,8.094876
4208,8.276263
4209,8.273697
4210,8.207913
4211,8.35105
4212,8.361408
4218,8.306905
4220,8.3407955
4224,8.067981
4226,8.206933
4229,8.347236
4231,8.32597
4236,8.186195
4238,8.433973
4239,8.24848
4240,8.346149
4242,7.8993006
4244,8.4006405
4252,8.271051
4258,8.263777
4259,7.908143
4261,8.255091
4263,8.262159
4265,8.230612
4269,8.350729
4271,8.216959
4272,8.23865
4277,8.506698
4279,8.649728
4281,8.429143
4282,8.099446
4283,8.450704
4284,8.188963
4285,8.323725
